number,title,issn,eissn,publisher
4194,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,02235234,17683254,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER
4195,EUROPEAN JOURNAL OF MIGRATION AND LAW,1388364X,15718166,BRILL
4196,EUROPEAN JOURNAL OF MINERALOGY,09351221,16174011,COPERNICUS GESELLSCHAFT MBH
4197,EUROPEAN JOURNAL OF NEUROLOGY,13515101,14681331,WILEY
4198,EUROPEAN JOURNAL OF NEUROSCIENCE,0953816X,14609568,WILEY
4199,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,16197070,16197089,SPRINGER
4200,EUROPEAN JOURNAL OF NUTRITION,14366207,14366215,SPRINGER HEIDELBERG
4201,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,03012115,18727654,ELSEVIER
4202,EUROPEAN JOURNAL OF ONCOLOGY NURSING,14623889,15322122,ELSEVIER SCI LTD
4203,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,03772217,18726860,ELSEVIER
4204,EUROPEAN JOURNAL OF OPHTHALMOLOGY,11206721,17246016,SAGE PUBLICATIONS LTD
4205,EUROPEAN JOURNAL OF ORAL SCIENCES,09098836,16000722,WILEY
4206,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,1434193X,10990690,WILEY-V C H VERLAG GMBH
4207,EUROPEAN JOURNAL OF ORTHODONTICS,01415387,14602210,OXFORD UNIV PRESS
4208,EUROPEAN JOURNAL OF PAEDIATRIC DENTISTRY,1591996X,2035648X,ARIESDUE SRL
4209,EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,10903798,15322130,ELSEVIER SCI LTD
4210,EUROPEAN JOURNAL OF PAIN,10903801,15322149,WILEY
4211,EUROPEAN JOURNAL OF PEDIATRIC SURGERY,09397248,1439359X,GEORG THIEME VERLAG KG
4212,EUROPEAN JOURNAL OF PEDIATRICS,03406199,14321076,SPRINGER
4213,EUROPEAN JOURNAL OF PERSONALITY,08902070,10990984,SAGE PUBLICATIONS LTD
4214,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,09280987,18790720,ELSEVIER
4215,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,09396411,18733441,ELSEVIER
4216,EUROPEAN JOURNAL OF PHARMACOLOGY,00142999,18790712,ELSEVIER
4217,EUROPEAN JOURNAL OF PHILOSOPHY,09668373,14680378,WILEY
4218,EUROPEAN JOURNAL OF PHYCOLOGY,09670262,14694433,TAYLOR & FRANCIS LTD
4219,EUROPEAN JOURNAL OF PHYSICAL AND REHABILITATION MEDICINE,19739087,19739095,EDIZIONI MINERVA MEDICA
4220,EUROPEAN JOURNAL OF PHYSICS,01430807,13616404,IOP PUBLISHING LTD
4221,EUROPEAN JOURNAL OF PLANT PATHOLOGY,09291873,15738469,SPRINGER
4222,EUROPEAN JOURNAL OF POLITICAL ECONOMY,01762680,18735703,ELSEVIER SCIENCE INC
4223,EUROPEAN JOURNAL OF POLITICAL RESEARCH,03044130,14756765,WILEY
4224,EUROPEAN JOURNAL OF POPULATION- REVUE EUROPEENNE DE DEMOGRAPHIE,01686577,15729885,SPRINGER
4225,EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY,20474873,20474881,OXFORD UNIV PRESS
4226,EUROPEAN JOURNAL OF PROTISTOLOGY,09324739,16180429,ELSEVIER GMBH
4227,EUROPEAN JOURNAL OF PSYCHIATRY,02136163,02136163,ELSEVIER ESPANA SLU
4228,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,10155759,21512426,HOGREFE PUBLISHING CORP
4229,EUROPEAN JOURNAL OF PSYCHOLOGY APPLIED TO LEGAL CONTEXT,18891861,19894007,
4230,EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,02562928,18785174,SPRINGER
4231,EUROPEAN JOURNAL OF PSYCHOLOGY OPEN,26738627,26738627,HOGREFE AG-HOGREFE AG SUISSE
4232,EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,20008198,20008066,TAYLOR & FRANCIS LTD
4233,EUROPEAN JOURNAL OF PUBLIC HEALTH,11011262,1464360X,OXFORD UNIV PRESS
4234,EUROPEAN JOURNAL OF RADIOLOGY,0720048X,18727727,ELSEVIER IRELAND LTD
4235,EUROPEAN JOURNAL OF REMOTE SENSING,,22797254,TAYLOR & FRANCIS LTD
4236,EUROPEAN JOURNAL OF SCANDINAVIAN STUDIES,21919399,21919402,WALTER DE GRUYTER GMBH
4237,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,00462772,10990992,WILEY
4238,EUROPEAN JOURNAL OF SOCIAL THEORY,13684310,14617137,SAGE PUBLICATIONS LTD
4239,EUROPEAN JOURNAL OF SOCIAL WORK,13691457,14682664,
4240,EUROPEAN JOURNAL OF SOCIOLOGY- ARCHIVES EUROPEENNES DE SOCIOLOGIE,00039756,14740583,CAMBRIDGE UNIV PRESS
4241,EUROPEAN JOURNAL OF SOIL BIOLOGY,11645563,17783615,
4242,EUROPEAN JOURNAL OF SOIL SCIENCE,13510754,13652389,WILEY
4243,EUROPEAN JOURNAL OF SPECIAL NEEDS EDUCATION,08856257,1469591X,
4244,EUROPEAN JOURNAL OF SPORT SCIENCE,17461391,15367290,WILEY
4245,EUROPEAN JOURNAL OF TAXONOMY,,21189773,
4246,EUROPEAN JOURNAL OF TEACHER EDUCATION,02619768,14695928,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4247,EUROPEAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,09672567,14695936,
4248,EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH,15677133,15677141,TU DELFT OPEN PUBLISHING
4249,EUROPEAN JOURNAL OF TRAUMA AND EMERGENCY SURGERY,18639933,18639941,SPRINGER HEIDELBERG
4250,EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,10785884,15322165,W B SAUNDERS CO LTD
4251,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,16124642,14390574,SPRINGER
4252,EUROPEAN JOURNAL OF WOMENS STUDIES,13505068,14617420,SAGE PUBLICATIONS LTD
4253,EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS,00183768,1436736X,SPRINGER
4254,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,1359432X,14640643,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4255,EUROPEAN JOURNAL ON ARTIFICIAL INTELLIGENCE,30504554,30504546,SAGE PUBLICATIONS LTD
4256,EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH,09281371,15729869,SPRINGER
4257,EUROPEAN LAW JOURNAL,13515993,14680386,WILEY
4258,EUROPEAN LAW REVIEW,03075400,03075400,SWEET MAXWELL LTD
4259,EUROPEAN LEGACY-TOWARD NEW PARADIGMS,10848770,14701316,
4260,EUROPEAN MANAGEMENT JOURNAL,02632373,18735681,ELSEVIER SCI LTD
4261,EUROPEAN MANAGEMENT REVIEW,17404754,17404762,"WILEY PERIODICALS, INC"
4262,EUROPEAN NEUROLOGY,00143022,14219913,KARGER
4263,EUROPEAN NEUROPSYCHOPHARMACOLOGY,0924977X,18737862,ELSEVIER
4264,EUROPEAN PHYSICAL EDUCATION REVIEW,1356336X,17412749,SAGE PUBLICATIONS LTD
4265,EUROPEAN PHYSICAL JOURNAL A,14346001,1434601X,SPRINGER
4266,EUROPEAN PHYSICAL JOURNAL B,14346028,14346036,SPRINGER
4267,EUROPEAN PHYSICAL JOURNAL C,14346044,14346052,SPRINGER
4268,EUROPEAN PHYSICAL JOURNAL D,14346060,14346079,SPRINGER
4269,EUROPEAN PHYSICAL JOURNAL E,12928941,1292895X,SPRINGER
4270,EUROPEAN PHYSICAL JOURNAL H,21026459,21026467,SPRINGER HEIDELBERG
4271,EUROPEAN PHYSICAL JOURNAL PLUS,21905444,21905444,SPRINGER HEIDELBERG
4272,EUROPEAN PHYSICAL JOURNAL- APPLIED PHYSICS,12860042,12860050,EDP SCIENCES S A
4273,EUROPEAN PHYSICAL JOURNAL- SPECIAL TOPICS,19516355,19516401,SPRINGER HEIDELBERG
4274,EUROPEAN PLANNING STUDIES,09654313,14695944,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4275,EUROPEAN POLITICAL SCIENCE REVIEW,17557739,17557747,CAMBRIDGE UNIV PRESS
4276,EUROPEAN POLITICAL SCIENCE,16804333,16820983,PALGRAVE MACMILLAN LTD
4277,EUROPEAN POLYMER JOURNAL,00143057,18731945,PERGAMON-ELSEVIER SCIENCE LTD
4278,EUROPEAN POULTRY SCIENCE,16129199,16129199,EUGEN ULMER GMBH CO
4279,EUROPEAN PSYCHIATRY,09249338,17783585,CAMBRIDGE UNIV PRESS
4280,EUROPEAN PSYCHOLOGIST,10169040,1878531X,HOGREFE PUBLISHING CORP
4281,EUROPEAN RADIOLOGY,09387994,14321084,SPRINGER
4282,EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,24448834,24448842,ELSEVIER SCI LTD
4283,EUROPEAN RESPIRATORY JOURNAL,09031936,13993003,
4284,EUROPEAN RESPIRATORY REVIEW,09059180,16000617,EUROPEAN RESPIRATORY SOC JOURNALS LTD
4285,EUROPEAN REVIEW OF AGING AND PHYSICAL ACTIVITY,18137253,18616909,SPRINGER HEIDELBERG
4286,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,01651587,14643618,OXFORD UNIV PRESS
4287,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,11629088,11629088,
4288,EUROPEAN REVIEW OF ECONOMIC HISTORY,13614916,14740044,OXFORD UNIV PRESS
4289,EUROPEAN REVIEW OF HISTORY- REVUE EUROPEENNE D HISTOIRE,13507486,14698293,
4290,EUROPEAN REVIEW OF SOCIAL PSYCHOLOGY,10463283,1479277X,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4291,EUROPEAN REVIEW,10627987,14740575,CAMBRIDGE UNIV PRESS
4292,EUROPEAN SECURITY,09662839,17461545,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4293,EUROPEAN SOCIETIES,14616696,14698307,MIT PRESS
4294,EUROPEAN SOCIOLOGICAL REVIEW,02667215,14682672,OXFORD UNIV PRESS
4295,EUROPEAN SPINE JOURNAL,09406719,14320932,SPRINGER
4296,EUROPEAN SPORT MANAGEMENT QUARTERLY,16184742,1746031X,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4297,EUROPEAN STROKE JOURNAL,23969873,23969881,SAGE PUBLICATIONS LTD
4298,EUROPEAN SURGERY-ACTA CHIRURGICA AUSTRIACA,16828631,16824016,SPRINGER WIEN
4299,EUROPEAN SURGICAL RESEARCH,0014312X,14219921,KARGER
4300,EUROPEAN THYROID JOURNAL,22350640,22350802,BIOSCIENTIFICA LTD
4301,EUROPEAN TRANSPORT RESEARCH REVIEW,18670717,18668887,SPRINGER
4302,EUROPEAN UNION POLITICS,14651165,17412757,SAGE PUBLICATIONS LTD
4303,EUROPEAN URBAN AND REGIONAL STUDIES,09697764,14617145,SAGE PUBLICATIONS LTD
4304,EUROPEAN UROLOGY FOCUS,,24054569,ELSEVIER
4305,EUROPEAN UROLOGY ONCOLOGY,,25889311,ELSEVIER
4306,EUROPEAN UROLOGY OPEN SCIENCE,26661691,26661683,ELSEVIER
4307,EUROPEAN UROLOGY,03022838,18737560,ELSEVIER
4308,EUROPEAN ZOOLOGICAL JOURNAL,24750263,24750263,TAYLOR & FRANCIS LTD
4309,EUROPE-ASIA STUDIES,09668136,14653427,
4310,EUROPE-REVUE LITTERAIRE MENSUELLE,00142751,00142751,REVUE EUROPE
4311,EUROSURVEILLANCE,1025496X,15607917,
4312,EVALUATION & THE HEALTH PROFESSIONS,01632787,15523918,SAGE PUBLICATIONS INC
4313,EVALUATION AND PROGRAM PLANNING,01497189,18737870,PERGAMON-ELSEVIER SCIENCE LTD
4314,EVALUATION REVIEW,0193841X,15523926,SAGE PUBLICATIONS INC
4315,EVALUATION,13563890,14617153,SAGE PUBLICATIONS INC
4316,EVIDENCE & POLICY,17442648,17442656,POLICY PRESS
4317,EVODEVO,,20419139,BMC
4318,EVOLUTION & DEVELOPMENT,1520541X,1525142X,WILEY
4319,EVOLUTION AND HUMAN BEHAVIOR,10905138,18790607,ELSEVIER SCIENCE INC
4320,EVOLUTION EQUATIONS AND CONTROL THEORY,21632480,21632480,AMER INST MATHEMATICAL SCIENCES-AIMS
4321,EVOLUTION LETTERS,,20563744,OXFORD UNIV PRESS
4322,EVOLUTION MEDICINE AND PUBLIC HEALTH,,20506201,OXFORD UNIV PRESS
4323,EVOLUTION PSYCHIATRIQUE,00143855,17696674,
4324,EVOLUTION,00143820,15585646,OXFORD UNIV PRESS
4325,EVOLUTIONARY ANTHROPOLOGY,10601538,15206505,WILEY
4326,EVOLUTIONARY APPLICATIONS,17524571,17524571,WILEY
4327,EVOLUTIONARY BIOINFORMATICS,11769343,11769343,SAGE PUBLICATIONS LTD
4328,EVOLUTIONARY BIOLOGY,00713260,19342845,SPRINGER
4329,EVOLUTIONARY COMPUTATION,10636560,15309304,MIT PRESS
4330,EVOLUTIONARY ECOLOGY,02697653,15738477,SPRINGER
4331,EVOLUTIONARY PSYCHOLOGY,14747049,14747049,SAGE PUBLICATIONS INC
4332,EVOLVING SYSTEMS,18686478,18686486,SPRINGER HEIDELBERG
4333,EXCEPTIONAL CHILDREN,00144029,21635560,SAGE PUBLICATIONS INC
4334,EXCEPTIONALITY,09362835,15327035,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4335,EXCHANGE-JOURNAL OF CONTEMPORARY CHRISTIANITIES IN CONTEXT,01662740,1572543X,BRILL
4336,EXCLI JOURNAL,16112156,16112156,EXCLI JOURNAL MANAGING OFFICE
4337,EXEMPLARIA-MEDIEVAL EARLY MODERN THEORY,10412573,17533074,
4338,EXERCISE AND SPORT SCIENCES REVIEWS,00916331,15383008,LIPPINCOTT WILLIAMS & WILKINS
4339,EXERCISE IMMUNOLOGY REVIEW,10775552,10775552,
4340,EXPERIMENTAL AGING RESEARCH,0361073X,10964657,TAYLOR & FRANCIS INC
4341,EXPERIMENTAL AGRICULTURE,00144797,14694441,CAMBRIDGE UNIV PRESS
4342,EXPERIMENTAL AND APPLIED ACAROLOGY,01688162,15729702,SPRINGER
4343,EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,09477349,14393646,GEORG THIEME VERLAG KG
4344,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,10641297,19362293,AMER PSYCHOLOGICAL ASSOC
4345,EXPERIMENTAL AND CLINICAL TRANSPLANTATION,13040855,21468427,BASKENT UNIV
4346,EXPERIMENTAL AND MOLECULAR MEDICINE,12263613,20926413,SPRINGERNATURE
4347,EXPERIMENTAL AND MOLECULAR PATHOLOGY,00144800,10960945,
4348,EXPERIMENTAL AND THERAPEUTIC MEDICINE,17920981,17921015,SPANDIDOS PUBL LTD
4349,EXPERIMENTAL ANIMALS,13411357,18817122,INT PRESS EDITING CENTRE INC
4350,EXPERIMENTAL ASTRONOMY,09226435,15729508,SPRINGER
4351,EXPERIMENTAL BIOLOGY AND MEDICINE,15353702,15353699,FRONTIERS MEDIA SA
4352,EXPERIMENTAL BRAIN RESEARCH,00144819,14321106,SPRINGER
4353,EXPERIMENTAL CELL RESEARCH,00144827,10902422,ELSEVIER INC
4354,EXPERIMENTAL DERMATOLOGY,09066705,16000625,WILEY
4355,EXPERIMENTAL ECONOMICS,13864157,15736938,CAMBRIDGE UNIV PRESS
4356,EXPERIMENTAL EYE RESEARCH,00144835,10960007,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
4357,EXPERIMENTAL GERONTOLOGY,05315565,18736815,PERGAMON-ELSEVIER SCIENCE LTD
4358,EXPERIMENTAL HEAT TRANSFER,08916152,15210480,TAYLOR & FRANCIS INC
4359,EXPERIMENTAL HEMATOLOGY & ONCOLOGY,,21623619,BMC
4360,EXPERIMENTAL HEMATOLOGY,0301472X,18732399,ELSEVIER SCIENCE INC
4361,EXPERIMENTAL LUNG RESEARCH,01902148,15210499,TAYLOR & FRANCIS INC
4362,EXPERIMENTAL MATHEMATICS,10586458,1944950X,TAYLOR & FRANCIS INC
4363,EXPERIMENTAL MECHANICS,00144851,17412765,SPRINGER
4364,EXPERIMENTAL NEUROBIOLOGY,12262560,20938144,"KOREAN SOC BRAIN & NEURAL SCIENCE, KOREAN SOC NEURODEGENERATIVE DISEASE"
4365,EXPERIMENTAL NEUROLOGY,00144886,10902430,
4366,EXPERIMENTAL PARASITOLOGY,00144894,10902449,ACADEMIC PRESS INC ELSEVIER SCIENCE
4367,EXPERIMENTAL PHYSIOLOGY,09580670,1469445X,WILEY
4368,EXPERIMENTAL PSYCHOLOGY,16183169,21905142,HOGREFE PUBLISHING CORP
4369,EXPERIMENTAL TECHNIQUES,07328818,17471567,SPRINGER
4370,EXPERIMENTAL THERMAL AND FLUID SCIENCE,08941777,18792286,ELSEVIER SCIENCE INC
4371,EXPERIMENTS IN FLUIDS,07234864,14321114,SPRINGER
4372,EXPERT OPINION ON BIOLOGICAL THERAPY,14712598,17447682,TAYLOR & FRANCIS LTD
4373,EXPERT OPINION ON DRUG DELIVERY,17425247,17447593,TAYLOR & FRANCIS LTD
4374,EXPERT OPINION ON DRUG DISCOVERY,17460441,1746045X,TAYLOR & FRANCIS LTD
4375,EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY,17425255,17447607,TAYLOR & FRANCIS LTD
4376,EXPERT OPINION ON DRUG SAFETY,14740338,1744764X,TAYLOR & FRANCIS LTD
4377,EXPERT OPINION ON EMERGING DRUGS,14728214,17447623,TAYLOR & FRANCIS LTD
4378,EXPERT OPINION ON INVESTIGATIONAL DRUGS,13543784,17447658,TAYLOR & FRANCIS LTD
4379,EXPERT OPINION ON PHARMACOTHERAPY,14656566,17447666,TAYLOR & FRANCIS LTD
4380,EXPERT OPINION ON THERAPEUTIC PATENTS,13543776,17447674,TAYLOR & FRANCIS LTD
4381,EXPERT OPINION ON THERAPEUTIC TARGETS,14728222,17447631,TAYLOR & FRANCIS LTD
4382,EXPERT REVIEW OF ANTICANCER THERAPY,14737140,17448328,TAYLOR & FRANCIS LTD
4383,EXPERT REVIEW OF ANTI-INFECTIVE THERAPY,14787210,17448336,TAYLOR & FRANCIS LTD
4384,EXPERT REVIEW OF CLINICAL IMMUNOLOGY,1744666X,17448409,TAYLOR & FRANCIS LTD
4385,EXPERT REVIEW OF CLINICAL PHARMACOLOGY,17512433,17512441,TAYLOR & FRANCIS LTD
4386,EXPERT REVIEW OF GASTROENTEROLOGY & HEPATOLOGY,17474124,17474132,TAYLOR & FRANCIS LTD
4387,EXPERT REVIEW OF HEMATOLOGY,17474086,17474094,TAYLOR & FRANCIS LTD
4388,EXPERT REVIEW OF MEDICAL DEVICES,17434440,17452422,TAYLOR & FRANCIS LTD
4389,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,14737159,17448352,TAYLOR & FRANCIS LTD
4390,EXPERT REVIEW OF NEUROTHERAPEUTICS,14737175,17448360,TAYLOR & FRANCIS LTD
4391,EXPERT REVIEW OF PHARMACOECONOMICS & OUTCOMES RESEARCH,14737167,17448379,TAYLOR & FRANCIS LTD
4392,EXPERT REVIEW OF PROTEOMICS,14789450,17448387,TAYLOR & FRANCIS LTD
4393,EXPERT REVIEW OF RESPIRATORY MEDICINE,17476348,17476356,TAYLOR & FRANCIS LTD
4394,EXPERT REVIEW OF VACCINES,14760584,17448395,TAYLOR & FRANCIS LTD
4395,EXPERT REVIEWS IN MOLECULAR MEDICINE,14623994,14623994,CAMBRIDGE UNIV PRESS
4396,EXPERT SYSTEMS WITH APPLICATIONS,09574174,18736793,PERGAMON-ELSEVIER SCIENCE LTD
4397,EXPERT SYSTEMS,02664720,14680394,WILEY
4398,EXPLICATOR,00144940,1939926X,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4399,EXPLORATION GEOPHYSICS,08123985,18347533,
4400,EXPLORATIONS IN ECONOMIC HISTORY,00144983,10902457,ACADEMIC PRESS INC ELSEVIER SCIENCE
4401,EXPLORE-THE JOURNAL OF SCIENCE AND HEALING,15508307,18787541,ELSEVIER SCIENCE INC
4402,EXPOSITIONES MATHEMATICAE,07230869,18780792,ELSEVIER GMBH
4403,EXPOSITORY TIMES,00145246,17455308,SAGE PUBLICATIONS LTD
4404,EXPOSURE AND HEALTH,24519766,24519685,SPRINGER
4405,EXPRESS POLYMER LETTERS,1788618X,1788618X,BUDAPEST UNIV TECHNOL & ECON
4406,EXPRESSIONS MAGHREBINES,15400085,24752401,FLORIDA STATE UNIV
4407,EXTRACTIVE INDUSTRIES AND SOCIETY,2214790X,22147918,ELSEVIER SCI LTD
4408,EXTRAPOLATION,00145483,20477708,LIVERPOOL UNIV PRESS
4409,EXTREME MECHANICS LETTERS,23524316,23524316,ELSEVIER
4410,EXTREMES,13861999,1572915X,SPRINGER
4411,EXTREMOPHILES,14310651,14334909,SPRINGER JAPAN KK
4412,EYE & CONTACT LENS-SCIENCE AND CLINICAL PRACTICE,15422321,1542233X,LIPPINCOTT WILLIAMS & WILKINS
4413,EYE AND VISION,,23260254,BMC
4414,EYE,0950222X,14765454,SPRINGERNATURE
4415,FABULA,00146242,16130464,WALTER DE GRUYTER GMBH
4416,FACETS,23711671,23711671,CANADIAN SCIENCE PUBLISHING
4417,FACIAL PLASTIC SURGERY & AESTHETIC MEDICINE,26893614,26893622,"MARY ANN LIEBERT, INC"
4418,FACIAL PLASTIC SURGERY CLINICS OF NORTH AMERICA,10647406,15581926,W B SAUNDERS CO-ELSEVIER INC
4419,FACIAL PLASTIC SURGERY,07366825,10988793,THIEME MEDICAL PUBL INC
4420,FACIES,01729179,16124820,SPRINGER
4421,FACTA UNIVERSITATIS-SERIES MECHANICAL ENGINEERING,03542025,23350164,UNIV NIS
4422,FAMILIAL CANCER,13899600,15737292,SPRINGER
4423,FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES,10443894,19451350,SAGE PUBLICATIONS INC
4424,FAMILIES RELATIONSHIPS AND SOCIETIES,20467435,20467443,POLICY PRESS
4425,FAMILIES SYSTEMS & HEALTH,10917527,19390602,
4426,FAMILY & COMMUNITY HEALTH,01606379,15505057,LIPPINCOTT WILLIAMS & WILKINS
4427,FAMILY BUSINESS REVIEW,08944865,17416248,SAGE PUBLICATIONS INC
4428,FAMILY MEDICINE,07423225,19383800,SOC TEACHERS FAMILY MEDICINE
4429,FAMILY PRACTICE,02632136,14602229,OXFORD UNIV PRESS
4430,FAMILY PROCESS,00147370,15455300,WILEY
4431,FAMILY RELATIONS,01976664,17413729,WILEY
4432,FARADAY DISCUSSIONS,13596640,13645498,ROYAL SOC CHEMISTRY
4433,FARMACIA,00148237,20650019,
4434,FASEB JOURNAL,08926638,15306860,WILEY
4435,FASHION AND TEXTILES,21980802,21980802,SPRINGER
4436,FASHION PRACTICE-THE JOURNAL OF DESIGN CREATIVE PROCESS & THE FASHION INDUSTRY,17569370,17569389,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4437,FASHION THEORY-THE JOURNAL OF DRESS BODY & CULTURE,1362704X,17517419,
4438,FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES,8756758X,14602695,WILEY
4439,FEBS JOURNAL,1742464X,17424658,WILEY
4440,FEBS LETTERS,00145793,18733468,WILEY
4441,FEBS OPEN BIO,22115463,22115463,WILEY
4442,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,00149187,21634505,FEDERAL RESERVE BANK ST LOUIS
4443,FEMINISM & PSYCHOLOGY,09593535,14617161,SAGE PUBLICATIONS LTD
4444,FEMINIST CRIMINOLOGY,15570851,1557086X,SAGE PUBLICATIONS INC
4445,FEMINIST ECONOMICS,13545701,14664372,
4446,FEMINIST LEGAL STUDIES,09663622,15728455,SPRINGER
4447,FEMINIST MEDIA STUDIES,14680777,14715902,
4448,FEMINIST REVIEW,01417789,14664380,SAGE PUBLICATIONS LTD
4449,FEMINIST STUDIES,00463663,21533873,FEMINIST STUD INC
4450,FEMINIST THEOLOGY,09667350,17455189,SAGE PUBLICATIONS LTD
4451,FEMINIST THEORY,14647001,17412773,SAGE PUBLICATIONS INC
4452,FEMINISTISCHE STUDIEN,07235186,23659920,WALTER DE GRUYTER GMBH
4453,FEMS MICROBIOLOGY ECOLOGY,01686496,15746941,OXFORD UNIV PRESS
4454,FEMS MICROBIOLOGY LETTERS,03781097,15746968,OXFORD UNIV PRESS
4455,FEMS MICROBIOLOGY REVIEWS,01686445,15746976,OXFORD UNIV PRESS
4456,FEMS YEAST RESEARCH,15671356,15671364,OXFORD UNIV PRESS
4457,FERMENTATION-BASEL,,23115637,MDPI
4458,FERROELECTRICS LETTERS SECTION,07315171,15635228,TAYLOR & FRANCIS LTD
4459,FERROELECTRICS,00150193,15635112,TAYLOR & FRANCIS LTD
4460,FERTILITY AND STERILITY,00150282,15565653,ELSEVIER SCIENCE INC
4461,FETAL AND PEDIATRIC PATHOLOGY,15513815,15513823,TAYLOR & FRANCIS INC
4462,FETAL DIAGNOSIS AND THERAPY,10153837,14219964,KARGER
4463,FEW-BODY SYSTEMS,01777963,14325411,SPRINGER WIEN
4464,FIBER AND INTEGRATED OPTICS,01468030,10964681,TAYLOR & FRANCIS INC
4465,FIBERS AND POLYMERS,12299197,18750052,KOREAN FIBER SOC
4466,FIBRE CHEMISTRY,00150541,15738493,SPRINGER
4467,FIBRES & TEXTILES IN EASTERN EUROPE,12303666,23007354,
4468,FIDDLEHEAD,00150630,00150630,UNIV NEW BRUNSWICK
4469,FIELD CROPS RESEARCH,03784290,18726852,ELSEVIER
4470,FIELD METHODS,1525822X,15523969,SAGE PUBLICATIONS INC
4471,FILM CRITICISM,01635069,01635069,FILM CRITICISM
4472,FILM QUARTERLY,00151386,15338630,UNIV CALIFORNIA PRESS
4473,FILM-PHILOSOPHY,14664615,14664615,EDINBURGH UNIV PRESS
4474,FILOMAT,03545180,03545180,"UNIV NIS, FAC SCI MATH"
4475,FILOSOFIA UNISINOS,15195023,19848234,UNIV DO VALE DO RIO DOS SINOS
4476,FILOSOFICKY CASOPIS,00151831,25709232,FILOSOFICKY CASOPIS INST PHILOSOPHY
4477,FILOSOFIJA-SOCIOLOGIJA,02357186,02357186,LITHUANIAN ACAD SCIENCES
4478,FILOZOFIA NAUKI,12306894,26575868,"WARSAW UNIV, INST PHILOSOPHY"
4479,FILOZOFIA,0046385X,25857061,
4480,FILOZOFSKA ISTRAZIVANJA,03514706,03514706,CROATIAN PHILOSOPHICAL SOC
4481,FILOZOFSKI VESTNIK,03534510,15811239,ZRC PUBLISHING
4482,FILTRATION + SEPARATION,00151882,18737218,MA HEALTHCARE LTD
4483,FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,00151920,00151920,CHARLES UNIV-PRAGUE
4484,FINANCE AND STOCHASTICS,09492984,14321122,SPRINGER HEIDELBERG
4485,FINANCE RESEARCH LETTERS,15446123,15446131,
4486,FINANCIAL ANALYSTS JOURNAL,0015198X,19383312,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
4487,FINANCIAL INNOVATION,,21994730,SPRINGER
4488,FINANCIAL MANAGEMENT,00463892,1755053X,WILEY
4489,FINANZARCHIV-EUROPEAN JOURNAL OF PUBLIC FINANCE,00152218,16140974,MOHR SIEBECK
